scenario,scenario_name,run_id,seed,submitted_tx,routed_tx,finality_certificates,receipts,reward_events,total_reward,quarantine_events,reconfiguration_events,evidence_events,active_validators,quarantined_validators,finality_success_rate,receipt_success_rate,throughput,mean_finality_latency,mean_receipt_latency,cross_shard_ratio,shard1_load,shard2_load,shard_load_std,reward_gini,reward_hhi,owner_concentration,nakamoto_coefficient,malicious_committee_probability
Q3,Cross-contract/cross-shard Qtum request,48,10253,303,303,298,287,861,4305,0,2,904,14,0,98.3498,94.7195,2.8416,19.7756,25.2901,46.5347,130.1537,129.9012,0.1262,40.8537,42.0583,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,49,10254,253,253,247,244,732,3660,0,2,753,14,0,97.6285,96.4427,2.44,19.6461,25.2144,43.4783,108.2749,108.5214,0.1232,29.3443,22.2897,33.4426,1,0.0
Q3,Cross-contract/cross-shard Qtum request,50,10255,238,238,230,225,675,3375,0,2,706,14,0,96.6387,94.5378,2.25,19.6785,25.2874,44.958,107.025,106.733,0.146,27.8074,22.0526,31.4667,2,0.0
Q3,Cross-contract/cross-shard Qtum request,51,10256,308,308,300,295,885,4425,0,2,916,14,0,97.4026,95.7792,2.8734,19.5552,25.0386,44.8052,146.6148,145.978,0.3184,40.3797,40.0023,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,52,10257,229,229,218,216,648,3240,0,2,676,14,0,95.1965,94.3231,2.16,20.221,25.7447,54.1485,103.1196,103.634,0.2572,25.3333,24.1389,32.5,2,0.0
Q3,Cross-contract/cross-shard Qtum request,53,10258,280,280,275,268,804,4020,0,2,835,14,0,98.2143,95.7143,2.68,19.6932,25.161,44.6429,116.1888,116.3538,0.0825,25.6716,24.2183,33.1343,2,0.0
Q3,Cross-contract/cross-shard Qtum request,54,10259,334,334,327,318,954,4770,0,2,995,14,0,97.9042,95.2096,2.8563,19.7649,25.2228,47.6048,154.6387,154.3788,0.13,25.0063,24.0791,31.8868,2,0.0
Q3,Cross-contract/cross-shard Qtum request,55,10260,257,257,249,243,729,3645,0,2,763,14,0,96.8872,94.5525,2.43,19.8312,25.3336,49.0272,114.2197,113.8961,0.1618,25.9095,24.2848,33.5802,1,0.0
Q3,Cross-contract/cross-shard Qtum request,56,10261,286,286,280,272,816,4080,0,2,852,14,0,97.9021,95.1049,2.72,20.262,25.7815,53.1469,132.5464,133.2269,0.3402,25.0,30.0757,38.5294,1,0.0
Q3,Cross-contract/cross-shard Qtum request,57,10262,243,243,235,231,693,3465,0,2,721,14,0,96.7078,95.0617,2.31,19.9671,25.453,51.4403,122.4031,123.0321,0.3145,26.7677,22.0004,30.1299,2,0.0
Q3,Cross-contract/cross-shard Qtum request,58,10263,317,317,308,305,915,4575,0,2,942,14,0,97.1609,96.2145,2.8864,19.7494,25.2213,45.7413,146.885,146.6842,0.1004,26.7432,22.0002,30.0984,2,0.0
Q3,Cross-contract/cross-shard Qtum request,59,10264,308,308,299,289,867,4335,0,2,915,14,0,97.0779,93.8312,2.8149,19.7446,25.2768,45.4545,149.9648,150.0229,0.0291,24.8304,24.0539,31.5571,2,0.0
Q3,Cross-contract/cross-shard Qtum request,60,10265,329,329,321,316,948,4740,0,2,979,14,0,97.5684,96.0486,2.8815,19.6223,25.1372,44.3769,136.9652,137.2465,0.1406,27.1097,22.0079,30.5696,2,0.0
Q3,Cross-contract/cross-shard Qtum request,61,10266,239,239,232,221,663,3315,0,2,710,14,0,97.0711,92.4686,2.21,19.7625,25.2003,47.2803,109.5358,109.2031,0.1664,10.3394,26.0092,30.6787,2,0.0
Q3,Cross-contract/cross-shard Qtum request,62,10267,285,285,277,269,807,4035,0,2,847,14,0,97.193,94.386,2.69,19.7412,25.2183,45.614,122.8727,122.7301,0.0713,30.223,22.5111,34.5725,1,0.0
Q3,Cross-contract/cross-shard Qtum request,63,10268,227,227,225,220,660,3300,0,2,679,14,0,99.1189,96.9163,2.2,19.4796,24.8953,41.4097,113.9876,114.3485,0.1805,40.4091,42.0134,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,64,10269,259,259,255,250,750,3750,0,2,773,14,0,98.4556,96.5251,2.5,19.5372,25.0496,42.8571,125.0728,125.0392,0.0168,25.0,30.0081,39.52,1,0.0
Q3,Cross-contract/cross-shard Qtum request,65,10270,247,247,237,233,699,3495,0,2,731,14,0,95.9514,94.332,2.33,19.8049,25.2806,46.9636,107.7083,107.9016,0.0967,40.7554,40.0089,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,66,10271,228,228,222,219,657,3285,0,2,678,14,0,97.3684,96.0526,2.19,19.709,25.2196,48.2456,117.235,117.8072,0.2861,27.8387,22.0555,31.5068,2,0.0
Q3,Cross-contract/cross-shard Qtum request,67,10272,271,271,264,259,777,3885,0,2,806,14,0,97.417,95.572,2.59,19.7872,25.3332,47.2325,129.1433,129.2745,0.0656,25.0,30.0019,39.7683,1,0.0
Q3,Cross-contract/cross-shard Qtum request,68,10273,294,294,291,285,855,4275,0,2,879,14,0,98.9796,96.9388,2.85,19.456,24.8111,43.5374,130.2128,130.6335,0.2103,40.4035,42.013,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,69,10274,311,311,301,298,894,4470,0,2,923,14,0,96.7846,95.8199,2.8746,19.572,25.092,45.3376,131.4406,131.7496,0.1545,28.5459,22.1427,32.4161,2,0.0
Q3,Cross-contract/cross-shard Qtum request,70,10275,229,229,219,213,639,3195,0,2,677,14,0,95.6332,93.0131,2.13,19.8141,25.192,47.1616,118.0753,117.8991,0.0881,27.6526,22.0393,31.2676,2,0.0
Q3,Cross-contract/cross-shard Qtum request,71,10276,261,261,255,250,750,3750,0,2,777,14,0,97.7011,95.7854,2.5,19.6104,25.2042,44.0613,103.9161,103.7633,0.0764,26.8533,22.0014,30.24,2,0.0
Q3,Cross-contract/cross-shard Qtum request,72,10277,223,223,216,212,636,3180,0,2,662,14,0,96.861,95.0673,2.12,19.4162,24.9558,41.2556,95.0438,94.758,0.1429,27.1069,22.0078,30.566,2,0.0
Q3,Cross-contract/cross-shard Qtum request,73,10278,235,235,230,227,681,3405,0,2,700,14,0,97.8723,96.5957,2.27,19.7948,25.1624,46.8085,114.4586,114.0564,0.2011,26.975,22.0038,30.3965,2,0.0
Q3,Cross-contract/cross-shard Qtum request,74,10279,273,273,262,256,768,3840,0,2,808,14,0,95.9707,93.7729,2.56,19.5084,25.1545,42.4908,124.6769,124.8884,0.1057,30.9375,34.0391,41.25,1,0.0
Q3,Cross-contract/cross-shard Qtum request,75,10280,251,251,241,232,696,3480,0,2,743,14,0,96.0159,92.4303,2.32,20.1181,25.5618,50.996,104.174,104.3714,0.0987,26.8678,22.0016,30.2586,2,0.0
Q3,Cross-contract/cross-shard Qtum request,76,10281,235,235,232,227,681,3405,0,2,702,14,0,98.7234,96.5957,2.27,19.7869,25.2839,48.0851,128.9976,128.817,0.0903,26.975,22.0038,30.3965,2,0.0
Q3,Cross-contract/cross-shard Qtum request,77,10282,297,297,292,286,858,4290,0,2,886,14,0,98.3165,96.2963,2.86,19.5567,25.0668,43.771,134.8304,134.6131,0.1087,30.9091,22.7273,35.4545,1,0.0
Q3,Cross-contract/cross-shard Qtum request,78,10283,283,283,276,272,816,4080,0,2,842,14,0,97.5265,96.1131,2.72,20.1915,25.6985,53.7102,143.5739,143.5269,0.0235,27.0098,22.0048,30.4412,2,0.0
Q3,Cross-contract/cross-shard Qtum request,79,10284,326,326,321,317,951,4755,0,2,973,14,0,98.4663,97.2393,2.9172,19.9107,25.3906,48.4663,147.1279,147.217,0.0446,32.7823,28.153,38.0442,1,0.0
Q3,Cross-contract/cross-shard Qtum request,80,10285,335,335,323,314,942,4710,0,2,993,14,0,96.4179,93.7313,2.8119,19.6647,25.0556,44.7761,136.5646,136.5477,0.0085,26.0382,24.3246,33.8217,1,0.0
Q3,Cross-contract/cross-shard Qtum request,81,10286,302,302,289,280,840,4200,0,2,893,14,0,95.6954,92.7152,2.7815,19.449,25.1353,43.3775,118.1714,118.0932,0.0391,25.7143,24.2296,33.2143,2,0.0
Q3,Cross-contract/cross-shard Qtum request,82,10287,228,228,223,218,654,3270,0,2,679,14,0,97.807,95.614,2.18,19.681,25.1214,45.614,122.6278,122.2008,0.2135,27.9511,22.0667,31.6514,2,0.0
Q3,Cross-contract/cross-shard Qtum request,83,10288,262,262,259,256,768,3840,0,2,783,14,0,98.855,97.7099,2.56,19.9463,25.4025,51.145,126.58,126.9539,0.1869,27.5781,22.0336,31.1719,2,0.0
Q3,Cross-contract/cross-shard Qtum request,84,10289,226,226,221,217,651,3255,0,2,673,14,0,97.7876,96.0177,2.17,19.7496,25.302,46.0177,112.8839,112.8003,0.0418,27.4194,22.0229,30.9677,2,0.0
Q3,Cross-contract/cross-shard Qtum request,85,10290,225,225,218,216,648,3240,0,2,668,14,0,96.8889,96.0,2.16,19.7581,25.3449,48.4444,106.7649,106.789,0.012,26.0741,24.3361,33.8889,1,0.0
Q3,Cross-contract/cross-shard Qtum request,86,10291,246,246,237,233,699,3495,0,2,729,14,0,96.3415,94.7154,2.33,19.7751,25.2838,46.3415,115.4151,115.4533,0.0191,32.1745,23.2258,37.0815,1,0.0
Q3,Cross-contract/cross-shard Qtum request,87,10292,305,305,302,299,897,4485,0,2,912,14,0,99.0164,98.0328,2.941,19.8677,25.3799,49.8361,141.6808,141.3826,0.1491,40.2676,40.0011,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,88,10293,297,297,285,270,810,4050,0,2,879,14,0,95.9596,90.9091,2.7,20.0354,25.5291,49.1582,147.897,147.5846,0.1562,27.7037,22.0435,31.3333,2,0.0
Q3,Cross-contract/cross-shard Qtum request,89,10294,290,290,283,281,843,4215,0,2,863,14,0,97.5862,96.8966,2.81,19.7263,25.2316,46.5517,113.6777,113.1601,0.2588,25.0,30.0044,40.3559,1,0.0
Q3,Cross-contract/cross-shard Qtum request,90,10295,318,318,312,305,915,4575,0,2,948,14,0,98.1132,95.9119,2.8774,20.0118,25.6038,50.0,144.7466,143.9026,0.422,32.1836,28.0084,39.541,1,0.0
Q3,Cross-contract/cross-shard Qtum request,91,10296,284,284,277,269,807,4035,0,2,845,14,0,97.5352,94.7183,2.69,19.6131,25.0474,46.4789,121.8951,121.4847,0.2052,28.8352,22.19,32.7881,2,0.0
Q3,Cross-contract/cross-shard Qtum request,92,10297,277,277,267,256,768,3840,0,2,821,14,0,96.3899,92.4188,2.56,20.1583,25.6197,50.9025,134.8715,134.3138,0.2788,40.3906,42.0122,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,93,10298,307,307,296,290,870,4350,0,2,910,14,0,96.4169,94.4625,2.8339,19.9714,25.522,50.1629,131.9009,132.0666,0.0829,27.1494,22.0094,30.6207,2,0.0
Q3,Cross-contract/cross-shard Qtum request,94,10299,230,230,219,213,639,3195,0,2,679,14,0,95.2174,92.6087,2.13,19.4648,24.809,41.7391,98.4685,98.7261,0.1288,40.2254,40.0008,60.0,1,0.0
Q3,Cross-contract/cross-shard Qtum request,95,10300,268,268,262,257,771,3855,0,2,798,14,0,97.7612,95.8955,2.57,19.7856,25.2712,48.5075,108.7031,107.9421,0.3805,28.0285,22.0749,31.751,2,0.0
Q3,Cross-contract/cross-shard Qtum request,96,10301,236,236,228,225,675,3375,0,2,700,14,0,96.6102,95.339,2.25,19.4554,24.9693,44.4915,111.3113,110.9718,0.1698,26.2044,24.3797,34.1333,1,0.0
Q3,Cross-contract/cross-shard Qtum request,97,10302,303,303,295,289,867,4335,0,2,901,14,0,97.3597,95.3795,2.8614,19.8098,25.2844,46.8647,143.5315,143.4959,0.0178,25.6055,24.2014,33.0104,2,0.0
Q3,Cross-contract/cross-shard Qtum request,98,10303,300,300,291,284,852,4260,0,2,891,14,0,97.0,94.6667,2.84,19.5266,24.9903,43.0,147.6869,148.1018,0.2075,27.8169,22.0535,31.4789,2,0.0
Q3,Cross-contract/cross-shard Qtum request,99,10304,256,256,248,241,723,3615,0,2,760,14,0,96.875,94.1406,2.41,19.7077,25.264,46.0938,117.3679,117.3452,0.0114,29.2808,22.2761,33.361,1,0.0
Q3,Cross-contract/cross-shard Qtum request,100,10305,334,334,328,324,972,4860,0,2,996,14,0,98.2036,97.006,2.9102,19.8163,25.319,47.3054,141.4764,141.3057,0.0853,28.6831,22.1643,32.5926,2,0.0
Q4,Poor mobile connectivity,1,1099,183,183,155,144,432,2160,4,2,521,8,4,84.6995,78.6885,1.152,21.5689,27.097,17.4863,93.9567,94.0912,0.0672,33.1481,23.6975,38.3333,1,0.0
Q4,Poor mobile connectivity,2,1100,291,291,248,220,660,3300,2,2,830,10,2,85.2234,75.6014,1.76,21.5307,27.1263,15.1203,129.4873,129.4641,0.0116,27.9394,22.0655,31.6364,2,0.0
Q4,Poor mobile connectivity,3,1101,282,282,249,230,690,3450,1,2,813,11,1,88.2979,81.5603,1.84,21.1783,26.6759,12.0567,114.9678,114.9287,0.0195,30.1159,22.4808,34.4348,1,0.0
Q4,Poor mobile connectivity,4,1102,250,250,220,202,606,3030,0,2,720,12,0,88.0,80.8,1.616,21.6537,27.1652,19.2,106.6557,106.5672,0.0443,32.9505,28.2259,37.6238,1,0.0
Q4,Poor mobile connectivity,5,1103,205,205,180,172,516,2580,1,2,590,11,1,87.8049,83.9024,1.376,21.4624,27.0914,16.0976,91.7508,91.8964,0.0728,27.2093,22.0119,30.6977,2,0.0
Q4,Poor mobile connectivity,6,1104,273,273,240,225,675,3375,2,2,786,10,2,87.9121,82.4176,1.8,21.0897,26.4932,12.0879,95.2042,95.2295,0.0126,25.4933,24.1742,32.8,2,0.0
Q4,Poor mobile connectivity,7,1105,270,270,243,229,687,3435,2,2,783,10,2,90.0,84.8148,1.832,21.2668,26.7539,14.8148,116.8543,116.8431,0.0056,33.3406,34.496,44.4541,1,0.0
Q4,Poor mobile connectivity,8,1106,262,262,224,204,612,3060,8,2,748,4,8,85.4962,77.8626,1.632,21.1253,26.5455,12.2137,114.8183,114.8813,0.0315,26.6667,44.0,60.0,1,0.0
Q4,Poor mobile connectivity,9,1107,240,240,210,196,588,2940,2,2,690,10,2,87.5,81.6667,1.568,21.3762,26.8312,15.4167,97.2553,97.0124,0.1215,24.8163,24.0521,31.5306,2,0.0
Q4,Poor mobile connectivity,10,1108,294,294,262,242,726,3630,0,2,850,12,0,89.1156,82.3129,1.936,21.4347,26.9874,15.9864,124.4785,124.4547,0.0119,32.1983,28.0098,40.4959,1,0.0
Q4,Poor mobile connectivity,11,1109,202,202,179,160,480,2400,1,2,583,11,1,88.6139,79.2079,1.28,21.3294,26.9094,17.3267,86.3031,86.5753,0.1361,25.0,30.1072,41.75,1,0.0
Q4,Poor mobile connectivity,12,1110,250,250,215,198,594,2970,1,2,715,11,1,86.0,79.2,1.584,21.2923,26.8774,12.4,105.197,105.068,0.0645,32.5657,28.08,38.5859,1,0.0
Q4,Poor mobile connectivity,13,1111,265,265,231,215,645,3225,1,2,761,11,1,87.1698,81.1321,1.72,21.4,26.887,16.6038,101.349,101.484,0.0675,26.7752,22.0005,30.1395,2,0.0
Q4,Poor mobile connectivity,14,1112,250,250,219,198,594,2970,2,2,719,10,2,87.6,79.2,1.584,21.4568,26.8257,17.6,101.4626,101.0285,0.2171,32.1616,28.0065,39.596,1,0.0
Q4,Poor mobile connectivity,15,1113,255,255,228,208,624,3120,2,2,738,10,2,89.4118,81.5686,1.664,21.8138,27.2388,20.3922,113.6536,113.803,0.0747,32.6154,28.0947,38.4615,1,0.0
Q4,Poor mobile connectivity,16,1114,200,200,172,158,474,2370,0,2,572,12,0,86.0,79.0,1.264,21.522,26.9487,18.5,104.9374,105.2463,0.1544,40.3165,42.008,60.0,1,0.0
Q4,Poor mobile connectivity,17,1115,233,233,201,180,540,2700,0,2,667,12,0,86.2661,77.2532,1.44,21.3997,26.9246,15.0215,87.3358,87.3672,0.0157,28.2222,22.0978,32.0,2,0.0
Q4,Poor mobile connectivity,18,1116,270,270,245,231,693,3465,2,2,785,10,2,90.7407,85.5556,1.848,21.0452,26.6251,12.963,107.2633,107.6987,0.2177,32.5325,34.285,43.3766,1,0.0
Q4,Poor mobile connectivity,19,1117,286,286,248,216,648,3240,0,2,820,12,0,86.7133,75.5245,1.728,21.3734,26.859,17.4825,122.0724,121.6248,0.2238,25.3333,24.1389,32.5,2,0.0
Q4,Poor mobile connectivity,20,1118,208,208,179,166,498,2490,1,2,595,11,1,86.0577,79.8077,1.328,21.4599,26.9661,16.3462,79.6149,79.6899,0.0375,25.3494,24.1423,32.5301,2,0.0
Q4,Poor mobile connectivity,21,1119,204,204,175,167,501,2505,2,2,583,10,2,85.7843,81.8627,1.336,21.0319,26.546,14.2157,79.4054,79.294,0.0557,26.5868,24.5228,34.8503,1,0.0
Q4,Poor mobile connectivity,22,1120,257,257,219,206,618,3090,1,2,733,11,1,85.214,80.1556,1.648,21.184,26.6024,13.6187,116.9997,117.2663,0.1333,24.466,24.017,30.8738,2,0.0
Q4,Poor mobile connectivity,23,1121,246,246,210,189,567,2835,1,2,702,11,1,85.3659,76.8293,1.512,21.1498,26.7241,10.9756,115.9474,115.6696,0.1389,27.7778,22.0499,31.4286,2,0.0
Q4,Poor mobile connectivity,24,1122,247,247,216,206,618,3090,5,2,710,7,5,87.4494,83.4008,1.648,21.4529,26.9102,18.6235,112.6004,113.0219,0.2107,25.0,30.0053,40.3883,1,0.0
Q4,Poor mobile connectivity,25,1123,197,197,180,164,492,2460,0,2,574,12,0,91.3706,83.2487,1.312,21.5325,26.9951,16.7513,77.5422,77.2237,0.1593,25.9512,24.2974,33.6585,1,0.0
Q4,Poor mobile connectivity,26,1124,229,229,196,185,555,2775,2,2,654,10,2,85.5895,80.786,1.48,21.0202,26.5345,11.7904,90.1852,90.2784,0.0466,31.8378,23.0806,36.6486,1,0.0
Q4,Poor mobile connectivity,27,1125,229,229,199,177,531,2655,3,2,657,9,3,86.8996,77.2926,1.416,21.0851,26.5998,10.917,93.515,93.2818,0.1166,26.0791,24.3377,33.8983,1,0.0
Q4,Poor mobile connectivity,28,1126,219,219,195,178,534,2670,2,2,633,10,2,89.0411,81.2785,1.424,21.3738,26.9483,15.0685,90.3382,90.4452,0.0535,25.0,30.0018,40.2247,1,0.0
Q4,Poor mobile connectivity,29,1127,300,300,267,244,732,3660,1,2,867,11,1,89.0,81.3333,1.952,21.2822,26.8584,14.6667,102.8419,102.7492,0.0463,27.2404,22.0133,30.7377,2,0.0
Q4,Poor mobile connectivity,30,1128,295,295,271,250,750,3750,4,2,861,8,4,91.8644,84.7458,2.0,21.3182,26.7607,13.2203,117.2545,117.0954,0.0796,31.92,34.1638,42.56,1,0.0
Q4,Poor mobile connectivity,31,1129,232,232,201,181,543,2715,4,2,665,8,4,86.6379,78.0172,1.448,21.4775,27.0459,16.8103,111.2058,111.7512,0.2727,24.6188,24.0299,31.1602,2,0.0
Q4,Poor mobile connectivity,32,1130,213,213,186,170,510,2550,5,2,612,7,5,87.3239,79.8122,1.36,21.3678,26.7827,15.9624,89.9363,89.9671,0.0154,25.0,30.0484,41.1765,1,0.0
Q4,Poor mobile connectivity,33,1131,234,234,198,185,555,2775,1,2,666,11,1,84.6154,79.0598,1.48,21.3526,26.814,14.1026,91.0589,91.4755,0.2083,28.3063,22.1086,32.1081,2,0.0
Q4,Poor mobile connectivity,34,1132,271,271,236,217,651,3255,2,2,778,10,2,87.0849,80.0738,1.736,21.2598,26.7783,14.7601,106.2694,106.1926,0.0384,33.1429,28.3265,42.8571,1,0.0
Q4,Poor mobile connectivity,35,1133,251,251,217,201,603,3015,4,2,719,8,4,86.4542,80.0797,1.608,21.3591,26.8515,17.9283,111.756,112.1999,0.2219,25.0,30.0031,40.2985,1,0.0
Q4,Poor mobile connectivity,36,1134,231,231,202,181,543,2715,1,2,664,11,1,87.4459,78.355,1.448,21.416,26.9376,15.1515,104.3809,104.3935,0.0063,30.2486,34.0027,40.3315,1,0.0
Q4,Poor mobile connectivity,37,1135,219,219,190,179,537,2685,1,2,628,11,1,86.758,81.7352,1.432,21.4113,26.7649,14.1553,90.4217,90.3129,0.0544,33.8361,24.077,39.2179,1,0.0
Q4,Poor mobile connectivity,38,1136,186,186,158,147,441,2205,2,2,530,10,2,84.9462,79.0323,1.176,21.3767,26.7341,13.4409,101.6881,101.9153,0.1136,32.4898,28.06,41.2245,1,0.0
Q4,Poor mobile connectivity,39,1137,298,298,272,247,741,3705,3,2,868,9,3,91.2752,82.8859,1.976,21.5149,27.1917,15.7718,108.845,109.2143,0.1847,27.5169,22.0292,31.0931,2,0.0
Q4,Poor mobile connectivity,40,1138,265,265,235,218,654,3270,2,2,765,10,2,88.6792,82.2642,1.744,21.2926,26.8579,14.717,114.7857,114.286,0.2498,32.367,28.0337,39.0826,1,0.0
Q4,Poor mobile connectivity,41,1139,283,283,254,243,729,3645,0,2,820,12,0,89.7527,85.8657,1.944,21.3744,26.7503,16.9611,111.0202,111.2051,0.0925,33.0206,28.2604,42.5514,1,0.0
Q4,Poor mobile connectivity,42,1140,259,259,231,200,600,3000,2,2,749,10,2,89.1892,77.2201,1.6,21.3627,26.8787,14.6718,108.7497,108.8061,0.0282,26.24,24.392,34.2,1,0.0
Q4,Poor mobile connectivity,43,1141,267,267,230,216,648,3240,0,2,764,12,0,86.1423,80.8989,1.728,21.4965,27.0924,16.4794,119.2921,119.5387,0.1233,29.6914,22.3697,33.8889,1,0.0
Q4,Poor mobile connectivity,44,1142,216,216,187,172,516,2580,2,2,619,10,2,86.5741,79.6296,1.376,21.3235,26.8928,12.037,86.2568,86.3427,0.0429,25.0,30.0473,41.1628,1,0.0
Q4,Poor mobile connectivity,45,1143,250,250,228,199,597,2985,1,2,728,11,1,91.2,79.6,1.592,21.1911,26.6864,14.0,90.8042,90.6651,0.0696,25.0,30.1276,41.9095,1,0.0
Q4,Poor mobile connectivity,46,1144,276,276,247,231,693,3465,4,2,799,8,4,89.4928,83.6957,1.848,21.5769,27.0853,18.1159,109.6973,109.3659,0.1657,25.0,30.0129,39.3939,1,0.0
Q4,Poor mobile connectivity,47,1145,242,242,216,202,606,3030,3,2,700,9,3,89.2562,83.4711,1.616,21.7293,27.246,19.4215,94.123,94.3194,0.0982,25.7426,24.2372,33.2673,2,0.0
Q4,Poor mobile connectivity,48,1146,289,289,238,217,651,3255,1,2,816,11,1,82.3529,75.0865,1.736,21.4135,26.7738,16.263,111.1111,111.1174,0.0031,24.9585,24.0718,31.7972,2,0.0
Q4,Poor mobile connectivity,49,1147,240,240,219,195,585,2925,3,2,699,9,3,91.25,81.25,1.56,21.7302,27.2664,16.25,117.0934,117.5137,0.2102,24.0821,24.0005,30.1538,2,0.0
Q4,Poor mobile connectivity,50,1148,249,249,220,202,606,3030,3,2,718,9,3,88.3534,81.1245,1.616,21.1761,26.5356,14.8594,108.9219,108.7239,0.099,28.7459,22.1747,32.6733,2,0.0
Q4,Poor mobile connectivity,51,1149,282,282,244,226,678,3390,1,2,808,11,1,86.5248,80.1418,1.808,21.5807,27.0929,17.3759,107.0521,107.6817,0.3148,27.2861,22.0155,30.7965,2,0.0
Q4,Poor mobile connectivity,52,1150,219,219,195,182,546,2730,3,2,633,9,3,89.0411,83.105,1.456,21.124,26.6239,11.4155,87.4622,87.6986,0.1182,26.6374,24.5434,34.9451,1,0.0
Q4,Poor mobile connectivity,53,1151,226,226,201,192,576,2880,0,2,653,12,0,88.9381,84.9558,1.536,21.2405,26.5504,13.7168,102.6234,102.1535,0.235,30.0694,22.4679,34.375,1,0.0
Q4,Poor mobile connectivity,54,1152,257,257,228,201,603,3015,2,2,742,10,2,88.716,78.2101,1.608,21.2601,26.8284,13.6187,108.6725,108.4244,0.124,27.2471,22.0136,30.7463,2,0.0
Q4,Poor mobile connectivity,55,1153,257,257,213,198,594,2970,2,2,727,10,2,82.8794,77.0428,1.584,21.1208,26.622,11.284,112.8998,112.796,0.0519,33.0505,28.2759,37.3737,1,0.0
Q4,Poor mobile connectivity,56,1154,279,279,244,219,657,3285,1,2,802,11,1,87.4552,78.4946,1.752,21.7836,27.2621,18.9964,128.9567,128.4824,0.2372,28.4779,22.1326,32.3288,2,0.0
Q4,Poor mobile connectivity,57,1155,198,198,175,157,471,2355,1,2,571,11,1,88.3838,79.2929,1.256,21.4114,26.7767,15.1515,103.5552,103.656,0.0504,26.8153,22.0009,30.1911,2,0.0
Q4,Poor mobile connectivity,58,1156,260,260,232,210,630,3150,4,2,752,8,4,89.2308,80.7692,1.68,21.1741,26.6494,10.3846,98.9682,99.044,0.0379,33.219,28.3715,36.9524,1,0.0
Q4,Poor mobile connectivity,59,1157,297,297,262,240,720,3600,6,2,856,6,6,88.2155,80.8081,1.92,21.332,26.8833,14.8148,115.1957,114.9656,0.115,26.4,24.45,34.5,1,0.0
Q4,Poor mobile connectivity,60,1158,276,276,246,228,684,3420,0,2,798,12,0,89.1304,82.6087,1.824,21.779,27.2688,19.5652,108.8342,108.7576,0.0383,10.7895,26.0499,31.5789,2,0.0
Q4,Poor mobile connectivity,61,1159,291,291,251,238,714,3570,2,2,833,10,2,86.2543,81.7869,1.904,21.1472,26.8007,15.1203,116.529,116.2614,0.1338,25.0,30.3955,43.3613,1,0.0
Q4,Poor mobile connectivity,62,1160,218,218,186,171,513,2565,2,2,622,10,2,85.3211,78.4404,1.368,21.412,27.0581,16.055,98.3498,98.8997,0.2749,32.807,23.5235,37.8947,1,0.0
Q4,Poor mobile connectivity,63,1161,281,281,254,227,681,3405,0,2,816,12,0,90.3915,80.7829,1.816,21.2836,26.8471,13.879,94.5208,94.6004,0.0398,27.5918,22.0346,31.1894,2,0.0
Q4,Poor mobile connectivity,64,1162,239,239,202,192,576,2880,1,2,680,11,1,84.5188,80.3347,1.536,21.271,26.8399,14.6444,100.6764,101.2248,0.2742,32.0139,23.1554,36.875,1,0.0
Q4,Poor mobile connectivity,65,1163,197,197,177,163,489,2445,2,2,571,10,2,89.8477,82.7411,1.304,21.5572,27.0628,15.2284,78.1693,77.8463,0.1615,25.0798,24.0911,32.0245,2,0.0
Q4,Poor mobile connectivity,66,1164,231,231,203,182,546,2730,3,2,665,9,3,87.8788,78.7879,1.456,21.1761,26.753,13.8528,87.1119,87.1816,0.0348,41.2308,40.0237,60.0,1,0.0
Q4,Poor mobile connectivity,67,1165,263,263,232,210,630,3150,3,2,758,9,3,88.2129,79.8479,1.68,20.9683,26.4423,9.8859,106.9788,107.1449,0.083,40.2857,42.0065,60.0,1,0.0
Q4,Poor mobile connectivity,68,1166,218,218,192,181,543,2715,2,2,628,10,2,88.0734,83.0275,1.448,21.2296,26.6698,13.7615,95.9693,95.9463,0.0115,32.3094,28.0239,39.2265,1,0.0
Q4,Poor mobile connectivity,69,1167,245,245,208,189,567,2835,1,2,698,11,1,84.898,77.1429,1.512,21.3925,26.7905,17.1429,108.4531,108.2079,0.1226,10.5556,26.0247,31.1111,2,0.0
Q4,Poor mobile connectivity,70,1168,213,213,189,176,528,2640,1,2,615,11,1,88.7324,82.6291,1.408,21.0926,26.5487,12.2066,91.6296,91.3649,0.1324,29.3182,22.2841,33.4091,1,0.0
Q4,Poor mobile connectivity,71,1169,298,298,269,245,735,3675,0,2,865,12,0,90.2685,82.2148,1.96,21.3792,26.7995,13.4228,106.5087,106.3827,0.063,28.8571,22.1939,32.8163,2,0.0
Q4,Poor mobile connectivity,72,1170,275,275,239,225,675,3375,3,2,789,9,3,86.9091,81.8182,1.8,21.4533,26.944,14.5455,122.4669,123.0028,0.2679,25.0,30.2658,42.7556,1,0.0
Q4,Poor mobile connectivity,73,1171,239,239,213,197,591,2955,3,2,691,9,3,89.1213,82.4268,1.576,21.431,26.9104,15.8996,91.7418,91.9538,0.106,29.8646,22.4133,34.1117,1,0.0
