scenario,scenario_name,run_id,seed,submitted_tx,routed_tx,finality_certificates,receipts,reward_events,total_reward,quarantine_events,reconfiguration_events,evidence_events,active_validators,quarantined_validators,finality_success_rate,receipt_success_rate,throughput,mean_finality_latency,mean_receipt_latency,cross_shard_ratio,shard1_load,shard2_load,shard_load_std,reward_gini,reward_hhi,owner_concentration,nakamoto_coefficient,malicious_committee_probability
Q1,Normal Qtum mobile contract request,1,5436,182,182,177,176,528,2640,0,2,541,12,0,97.2527,96.7033,1.76,17.6156,23.1524,9.3407,77.5842,77.3748,0.1047,25.0,30.0072,39.5455,1,0.0
Q1,Normal Qtum mobile contract request,2,5437,232,232,230,227,681,3405,0,2,694,12,0,99.1379,97.8448,2.27,17.6737,23.2295,11.2069,99.0904,98.9244,0.083,41.1674,42.109,60.0,1,0.0
Q1,Normal Qtum mobile contract request,3,5438,200,200,197,196,588,2940,0,2,597,12,0,98.5,98.0,1.96,17.4995,23.0425,9.0,100.8366,100.178,0.3293,26.9048,22.0023,30.3061,2,0.0
Q1,Normal Qtum mobile contract request,4,5439,244,244,240,233,699,3495,0,2,728,12,0,98.3607,95.4918,2.33,17.7165,23.1901,10.2459,92.6465,92.3747,0.1359,32.1717,28.0074,39.5708,1,0.0
Q1,Normal Qtum mobile contract request,5,5440,240,240,237,232,696,3480,0,2,717,12,0,98.75,96.6667,2.32,17.8302,23.3373,13.75,105.3738,104.9834,0.1952,27.4713,22.0262,31.0345,2,0.0
Q1,Normal Qtum mobile contract request,6,5441,211,211,207,205,615,3075,0,2,629,12,0,98.1043,97.1564,2.05,17.6403,23.0404,11.3744,103.904,103.375,0.2645,28.6016,22.1513,32.4878,2,0.0
Q1,Normal Qtum mobile contract request,7,5442,235,235,233,231,693,3465,0,2,703,12,0,99.1489,98.2979,2.31,17.3981,22.9664,11.0638,92.6177,92.6752,0.0288,28.9899,22.2181,32.987,2,0.0
Q1,Normal Qtum mobile contract request,8,5443,201,201,201,198,594,2970,0,2,603,12,0,100.0,98.5075,1.98,17.6403,23.0827,10.4478,88.046,88.6682,0.3111,32.0808,28.0016,39.798,1,0.0
Q1,Normal Qtum mobile contract request,9,5444,191,191,190,185,555,2775,0,2,572,12,0,99.4764,96.8586,1.85,17.7612,23.1658,14.1361,83.5699,83.8618,0.1459,32.4757,28.0566,41.1892,1,0.0
Q1,Normal Qtum mobile contract request,10,5445,251,251,248,245,735,3675,0,2,750,12,0,98.8048,97.6096,2.45,17.6574,23.1904,12.749,95.8869,95.9262,0.0196,30.1905,22.5018,34.5306,1,0.0
Q1,Normal Qtum mobile contract request,11,5446,211,211,207,204,612,3060,0,2,629,12,0,98.1043,96.6825,2.04,17.7941,23.2993,13.7441,86.9091,87.0084,0.0496,32.6275,28.0984,41.5686,1,0.0
Q1,Normal Qtum mobile contract request,12,5447,218,218,214,208,624,3120,0,2,650,12,0,98.1651,95.4128,2.08,17.9897,23.5263,16.055,107.938,108.1367,0.0994,40.7692,42.0473,60.0,1,0.0
Q1,Normal Qtum mobile contract request,13,5448,257,257,254,249,747,3735,0,2,768,12,0,98.8327,96.8872,2.49,17.6341,23.1567,11.284,98.9303,99.3535,0.2116,29.5716,22.341,33.7349,1,0.0
Q1,Normal Qtum mobile contract request,14,5449,193,193,192,187,561,2805,0,2,578,12,0,99.4819,96.8912,1.87,17.2633,22.7322,6.7358,78.2338,78.251,0.0086,29.287,22.2774,33.369,1,0.0
Q1,Normal Qtum mobile contract request,15,5450,207,207,207,198,594,2970,0,2,621,12,0,100.0,95.6522,1.98,17.6849,23.2567,12.5604,81.9471,82.4005,0.2267,32.8081,28.1632,37.9798,1,0.0
Q1,Normal Qtum mobile contract request,16,5451,219,219,215,215,645,3225,0,2,653,12,0,98.1735,98.1735,2.15,17.57,23.1057,10.0457,80.9717,80.4914,0.2402,27.4264,22.0233,30.9767,2,0.0
Q1,Normal Qtum mobile contract request,17,5452,218,218,214,210,630,3150,0,2,650,12,0,98.1651,96.3303,2.1,17.5374,23.1348,7.3394,95.3934,95.5964,0.1015,30.8889,22.7204,35.4286,1,0.0
Q1,Normal Qtum mobile contract request,18,5453,239,239,236,234,702,3510,0,2,714,12,0,98.7448,97.9079,2.34,17.5975,23.0467,10.0418,85.1398,84.4648,0.3375,28.4615,22.1302,32.3077,2,0.0
Q1,Normal Qtum mobile contract request,19,5454,254,254,251,244,732,3660,0,2,759,12,0,98.8189,96.063,2.44,17.8886,23.4004,13.3858,109.7239,109.5866,0.0686,27.8142,22.0532,31.4754,2,0.0
Q1,Normal Qtum mobile contract request,20,5455,203,203,203,198,594,2970,0,2,609,12,0,100.0,97.5369,1.98,17.5671,22.9927,7.8818,97.5916,97.3269,0.1324,29.7306,22.3793,33.9394,1,0.0
Q1,Normal Qtum mobile contract request,21,5456,248,248,248,244,732,3660,0,2,744,12,0,100.0,98.3871,2.44,17.6155,23.0909,11.6935,102.0081,102.223,0.1074,42.7541,40.1185,60.0,1,0.0
Q1,Normal Qtum mobile contract request,22,5457,237,237,232,229,687,3435,0,2,706,12,0,97.8903,96.6245,2.29,17.9408,23.3753,14.7679,116.1136,115.2735,0.42,32.524,28.0686,41.31,1,0.0
Q1,Normal Qtum mobile contract request,23,5458,209,209,204,201,603,3015,0,2,622,12,0,97.6077,96.1722,2.01,17.5843,23.032,8.6124,84.2759,84.4831,0.1036,26.9453,24.6777,35.5224,1,0.0
Q1,Normal Qtum mobile contract request,24,5459,205,205,201,198,594,2970,0,2,611,12,0,98.0488,96.5854,1.98,17.5425,23.1076,12.6829,87.4841,87.0618,0.2111,25.7778,24.2469,33.3333,1,0.0
Q1,Normal Qtum mobile contract request,25,5460,181,181,176,172,516,2580,0,2,538,12,0,97.2376,95.0276,1.72,17.4549,23.0067,8.2873,81.1594,81.2464,0.0435,40.3721,40.0022,60.0,1,0.0
Q1,Normal Qtum mobile contract request,26,5461,221,221,219,216,648,3240,0,2,661,12,0,99.095,97.7376,2.16,17.7787,23.3696,13.5747,99.5236,99.3521,0.0858,32.284,23.275,37.2222,1,0.0
Q1,Normal Qtum mobile contract request,27,5462,221,221,216,212,636,3180,0,2,658,12,0,97.7376,95.9276,2.12,17.7387,23.1492,11.7647,92.805,92.3187,0.2432,25.0,30.8423,44.9057,1,0.0
Q1,Normal Qtum mobile contract request,28,5463,235,235,231,225,675,3375,0,2,701,12,0,98.2979,95.7447,2.25,17.6296,23.0902,8.9362,109.7761,109.2437,0.2662,28.0148,22.0734,31.7333,2,0.0
Q1,Normal Qtum mobile contract request,29,5464,237,237,232,230,690,3450,0,2,706,12,0,97.8903,97.0464,2.3,17.6704,23.1815,11.3924,95.8935,95.7671,0.0632,40.2783,40.0012,60.0,1,0.0
Q1,Normal Qtum mobile contract request,30,5465,259,259,255,246,738,3690,0,2,773,12,0,98.4556,94.9807,2.46,17.6645,23.1379,10.4247,112.2565,112.3481,0.0458,26.3415,24.4283,34.3902,1,0.0
Q1,Normal Qtum mobile contract request,31,5466,193,193,191,186,558,2790,0,2,577,12,0,98.9637,96.3731,1.86,17.7984,23.2273,13.4715,99.0144,98.6082,0.2031,28.4229,22.1246,32.2581,2,0.0
Q1,Normal Qtum mobile contract request,32,5467,255,255,252,247,741,3705,0,2,762,12,0,98.8235,96.8627,2.47,17.5771,23.0414,10.1961,102.9442,102.4168,0.2637,33.5223,28.5793,36.1943,1,0.0
Q1,Normal Qtum mobile contract request,33,5468,259,259,256,252,756,3780,0,2,774,12,0,98.8417,97.2973,2.52,17.7929,23.3003,14.2857,109.2108,108.8144,0.1982,32.381,28.0363,39.0476,1,0.0
Q1,Normal Qtum mobile contract request,34,5469,235,235,230,226,678,3390,0,2,700,12,0,97.8723,96.1702,2.26,17.5896,22.9763,11.4894,89.867,89.9253,0.0291,25.1327,24.1002,32.1239,2,0.0
Q1,Normal Qtum mobile contract request,35,5470,220,220,215,211,633,3165,0,2,655,12,0,97.7273,95.9091,2.11,17.7484,23.2253,14.0909,101.7581,101.3222,0.2179,25.0,30.3852,36.6825,1,0.0
Q1,Normal Qtum mobile contract request,36,5471,221,221,220,216,648,3240,0,2,662,12,0,99.5475,97.7376,2.16,17.5904,22.996,11.7647,93.2708,93.35,0.0396,44.1481,40.2689,60.0,1,0.0
Q1,Normal Qtum mobile contract request,37,5472,215,215,212,211,633,3165,0,2,642,12,0,98.6047,98.1395,2.11,17.5517,23.0891,11.1628,87.4333,87.0296,0.2018,41.4408,40.0324,60.0,1,0.0
Q1,Normal Qtum mobile contract request,38,5473,188,188,186,180,540,2700,0,2,562,12,0,98.9362,95.7447,1.8,17.7999,23.2696,10.6383,86.3429,86.4626,0.0598,33.6667,23.98,39.0,1,0.0
Q1,Normal Qtum mobile contract request,39,5474,205,205,204,199,597,2985,0,2,614,12,0,99.5122,97.0732,1.99,17.8733,23.2655,13.6585,79.236,78.7776,0.2292,24.402,24.0126,30.7538,2,0.0
Q1,Normal Qtum mobile contract request,40,5475,234,234,231,222,666,3330,0,2,699,12,0,98.7179,94.8718,2.22,17.449,22.9394,8.1197,100.3524,100.7741,0.2108,26.1622,24.3652,34.0541,1,0.0
Q1,Normal Qtum mobile contract request,41,5476,235,235,230,224,672,3360,0,2,700,12,0,97.8723,95.3191,2.24,17.7259,23.1382,11.4894,109.9715,110.235,0.1317,24.4286,24.0143,30.8036,2,0.0
Q1,Normal Qtum mobile contract request,42,5477,206,206,199,193,579,2895,0,2,611,12,0,96.6019,93.6893,1.93,17.5479,23.0475,10.6796,94.0958,94.0721,0.0118,32.1244,28.0039,39.6891,1,0.0
Q1,Normal Qtum mobile contract request,43,5478,237,237,236,230,690,3450,0,2,710,12,0,99.5781,97.0464,2.3,17.5587,23.0962,10.5485,105.04,105.5521,0.256,25.113,24.0968,32.087,2,0.0
Q1,Normal Qtum mobile contract request,44,5479,186,186,184,181,543,2715,0,2,556,12,0,98.9247,97.3118,1.81,18.2474,23.7823,18.2796,91.1412,91.5307,0.1947,35.0552,35.1358,46.7403,1,0.0
Q1,Normal Qtum mobile contract request,45,5480,234,234,231,228,684,3420,0,2,699,12,0,98.7179,97.4359,2.28,17.4738,22.8826,11.1111,101.2753,101.2535,0.0109,32.6023,23.4237,37.6316,1,0.0
Q1,Normal Qtum mobile contract request,46,5481,232,232,227,224,672,3360,0,2,691,12,0,97.8448,96.5517,2.24,17.7407,23.2762,10.7759,97.1085,97.2742,0.0829,26.0,24.3125,33.75,1,0.0
Q1,Normal Qtum mobile contract request,47,5482,193,193,190,184,552,2760,0,2,576,12,0,98.4456,95.3368,1.84,17.9115,23.395,13.4715,98.7903,98.7132,0.0385,32.1739,28.0076,40.4348,1,0.0
Q1,Normal Qtum mobile contract request,48,5483,188,188,186,183,549,2745,0,2,562,12,0,98.9362,97.3404,1.83,17.6574,23.1191,11.1702,93.0918,92.9834,0.0542,27.235,24.8176,36.0656,1,0.0
Q1,Normal Qtum mobile contract request,49,5484,195,195,190,188,564,2820,0,2,580,12,0,97.4359,96.4103,1.88,17.6942,23.1402,12.3077,95.0412,95.1648,0.0618,27.4043,24.9054,36.383,1,0.0
Q1,Normal Qtum mobile contract request,50,5485,243,243,242,240,720,3600,0,2,728,12,0,99.5885,98.7654,2.4,17.6476,23.1153,13.1687,93.0288,92.902,0.0634,26.9333,24.6722,35.5,1,0.0
Q1,Normal Qtum mobile contract request,51,5486,192,192,187,184,552,2760,0,2,571,12,0,97.3958,95.8333,1.84,17.6619,23.1705,10.9375,102.1462,101.7431,0.2016,24.5217,24.0213,30.9783,2,0.0
Q1,Normal Qtum mobile contract request,52,5487,250,250,247,239,717,3585,0,2,747,12,0,98.8,95.6,2.39,17.6729,23.1543,10.8,95.9395,95.6804,0.1296,29.6932,22.3701,33.8912,1,0.0
Q1,Normal Qtum mobile contract request,53,5488,195,195,192,188,564,2820,0,2,582,12,0,98.4615,96.4103,1.88,17.9605,23.4225,14.8718,91.5825,91.8047,0.1111,26.5532,24.5093,34.7872,1,0.0
Q1,Normal Qtum mobile contract request,54,5489,210,210,206,202,606,3030,0,2,626,12,0,98.0952,96.1905,2.02,17.6608,23.1637,11.4286,88.7151,88.9637,0.1243,33.7426,28.7591,44.3564,1,0.0
Q1,Normal Qtum mobile contract request,55,5490,226,226,221,217,651,3255,0,2,673,12,0,97.7876,96.0177,2.17,17.6314,23.0665,10.177,82.1818,82.6,0.2091,32.1843,28.0085,39.5392,1,0.0
Q1,Normal Qtum mobile contract request,56,5491,257,257,254,248,744,3720,0,2,768,12,0,98.8327,96.4981,2.48,17.639,23.126,12.8405,107.2732,107.5467,0.1368,33.0323,28.2664,37.4194,1,0.0
Q1,Normal Qtum mobile contract request,57,5492,260,260,258,250,750,3750,0,2,778,12,0,99.2308,96.1538,2.5,17.5875,23.0688,11.5385,96.0581,96.6429,0.2924,33.408,28.4956,43.52,1,0.0
Q1,Normal Qtum mobile contract request,58,5493,225,225,223,216,648,3240,0,2,673,12,0,99.1111,96.0,2.16,17.6777,23.1019,11.5556,104.8216,104.6208,0.1004,24.7407,24.0429,31.3889,2,0.0
Q1,Normal Qtum mobile contract request,59,5494,180,180,177,175,525,2625,0,2,537,12,0,98.3333,97.2222,1.75,18.0998,23.6439,17.2222,82.4537,82.9806,0.2635,34.3314,29.3589,45.8286,1,0.0
Q1,Normal Qtum mobile contract request,60,5495,190,190,186,181,543,2715,0,2,566,12,0,97.8947,95.2632,1.81,17.8013,23.2771,14.7368,89.7866,89.4555,0.1655,25.0,30.3594,36.7956,1,0.0
Q1,Normal Qtum mobile contract request,61,5496,224,224,219,211,633,3165,0,2,667,12,0,97.7679,94.1964,2.11,17.7334,23.2602,12.5,98.8579,99.1134,0.1278,30.316,22.5381,34.6919,1,0.0
Q1,Normal Qtum mobile contract request,62,5497,236,236,231,223,669,3345,0,2,703,12,0,97.8814,94.4915,2.23,17.5338,23.0262,11.4407,99.5845,99.2091,0.1877,33.4709,28.5409,36.3229,1,0.0
Q1,Normal Qtum mobile contract request,63,5498,192,192,187,180,540,2700,0,2,571,12,0,97.3958,93.75,1.8,17.9973,23.6055,18.2292,84.8663,84.4854,0.1904,27.1852,22.0109,30.6667,2,0.0
Q1,Normal Qtum mobile contract request,64,5499,183,183,181,176,528,2640,0,2,547,12,0,98.9071,96.1749,1.76,17.9039,23.5003,15.847,97.4172,97.6446,0.1137,26.9091,24.6612,35.4545,1,0.0
Q1,Normal Qtum mobile contract request,65,5500,214,214,210,204,612,3060,0,2,638,12,0,98.1308,95.3271,2.04,17.9313,23.5331,15.8879,100.6411,100.9194,0.1392,32.549,28.0754,41.3725,1,0.0
Q1,Normal Qtum mobile contract request,66,5501,233,233,224,215,645,3225,0,2,690,12,0,96.1373,92.2747,2.15,17.9167,23.5649,15.0215,98.1202,98.4535,0.1667,31.3333,22.88,36.0,1,0.0
Q1,Normal Qtum mobile contract request,67,5502,258,258,253,248,744,3720,0,2,769,12,0,98.062,96.124,2.48,17.8433,23.373,13.1783,103.2516,102.8723,0.1897,41.5484,40.0375,60.0,1,0.0
Q1,Normal Qtum mobile contract request,68,5503,236,236,232,227,681,3405,0,2,704,12,0,98.3051,96.1864,2.27,17.7237,23.2528,13.1356,100.3443,100.6845,0.1701,33.3744,28.4723,36.5639,1,0.0
Q1,Normal Qtum mobile contract request,69,5504,250,250,247,243,729,3645,0,2,747,12,0,98.8,97.2,2.43,17.8562,23.3837,13.6,105.4346,105.7896,0.1775,30.6036,22.6263,35.0617,1,0.0
Q1,Normal Qtum mobile contract request,70,5505,223,223,218,214,642,3210,0,2,664,12,0,97.7578,95.9641,2.14,17.7444,23.2839,12.1076,87.6868,88.1611,0.2372,27.757,22.048,31.4019,2,0.0
Q1,Normal Qtum mobile contract request,71,5506,241,241,238,237,711,3555,0,2,720,12,0,98.7552,98.3402,2.37,17.5509,23.0392,9.9585,97.7601,97.9808,0.1104,26.962,22.0035,30.3797,2,0.0
Q1,Normal Qtum mobile contract request,72,5507,223,223,217,212,636,3180,0,2,663,12,0,97.3094,95.0673,2.12,17.8897,23.397,13.9013,91.1613,91.1849,0.0118,32.5283,28.0698,38.6792,1,0.0
Q1,Normal Qtum mobile contract request,73,5508,223,223,216,214,642,3210,0,2,662,12,0,96.861,95.9641,2.14,17.6752,23.1088,12.5561,91.4943,91.9317,0.2187,32.5234,28.0685,38.6916,1,0.0
Q1,Normal Qtum mobile contract request,74,5509,181,181,181,176,528,2640,0,2,543,12,0,100.0,97.2376,1.76,17.6888,23.0849,10.4972,79.9373,79.8095,0.0639,30.6439,22.6392,35.1136,1,0.0
Q1,Normal Qtum mobile contract request,75,5510,231,231,225,220,660,3300,0,2,687,12,0,97.4026,95.2381,2.2,17.7114,23.2637,13.4199,101.8076,101.977,0.0847,33.3091,28.4284,43.2727,1,0.0
Q1,Normal Qtum mobile contract request,76,5511,236,236,233,230,690,3450,0,2,705,12,0,98.7288,97.4576,2.3,17.6049,23.0147,10.1695,91.1681,90.8885,0.1398,30.3188,22.539,34.6957,1,0.0
Q1,Normal Qtum mobile contract request,77,5512,187,187,186,185,555,2775,0,2,560,12,0,99.4652,98.9305,1.85,17.7334,23.2844,13.369,87.7046,88.4246,0.36,27.8018,22.0521,31.4595,2,0.0
Q1,Normal Qtum mobile contract request,78,5513,225,225,222,220,660,3300,0,2,672,12,0,98.6667,97.7778,2.2,17.92,23.5268,13.7778,105.0173,105.0104,0.0034,31.3333,22.88,36.0,1,0.0
Q1,Normal Qtum mobile contract request,79,5514,192,192,192,189,567,2835,0,2,576,12,0,100.0,98.4375,1.89,17.7502,23.3418,11.9792,90.6287,90.2845,0.1721,25.1005,24.0946,32.0635,2,0.0
Q1,Normal Qtum mobile contract request,80,5515,202,202,199,198,594,2970,0,2,603,12,0,98.5149,98.0198,1.98,17.864,23.3625,12.3762,104.9559,105.13,0.087,32.0808,28.0016,39.798,1,0.0
Q1,Normal Qtum mobile contract request,81,5516,203,203,199,193,579,2895,0,2,605,12,0,98.0296,95.0739,1.93,17.6496,23.0271,10.3448,100.3974,100.4708,0.0367,33.658,28.6533,36.0622,1,0.0
Q1,Normal Qtum mobile contract request,82,5517,221,221,218,215,645,3225,0,2,660,12,0,98.6425,97.2851,2.15,17.665,23.2753,9.0498,91.112,91.0144,0.0488,32.6357,23.4397,37.6744,1,0.0
Q1,Normal Qtum mobile contract request,83,5518,243,243,239,236,708,3540,0,2,725,12,0,98.3539,97.1193,2.36,17.5992,23.0782,10.6996,102.8293,102.8408,0.0058,34.1808,24.2815,39.661,1,0.0
Q1,Normal Qtum mobile contract request,84,5519,257,257,251,248,744,3720,0,2,765,12,0,97.6654,96.4981,2.48,17.6837,23.2253,12.8405,116.9888,117.4274,0.2193,32.3226,28.026,40.8065,1,0.0
Q1,Normal Qtum mobile contract request,85,5520,236,236,234,228,684,3420,0,2,706,12,0,99.1525,96.6102,2.28,17.8155,23.3412,12.7119,104.4624,104.9566,0.2471,24.9825,24.0754,31.8421,2,0.0
Q1,Normal Qtum mobile contract request,86,5521,180,180,179,175,525,2625,0,2,539,12,0,99.4444,97.2222,1.75,17.7937,23.2933,11.1111,85.8274,86.0802,0.1264,33.0514,28.2764,37.3714,1,0.0
Q1,Normal Qtum mobile contract request,87,5522,180,180,176,171,513,2565,0,2,536,12,0,97.7778,95.0,1.71,17.6707,23.0851,11.6667,76.5813,76.2461,0.1676,41.7778,40.0494,60.0,1,0.0
Q1,Normal Qtum mobile contract request,88,5523,225,225,223,220,660,3300,0,2,673,12,0,99.1111,97.7778,2.2,17.7165,23.2368,10.2222,100.198,100.5027,0.1523,33.3818,28.4774,43.4545,1,0.0
Q1,Normal Qtum mobile contract request,89,5524,210,210,208,203,609,3045,0,2,628,12,0,99.0476,96.6667,2.03,17.8647,23.4073,13.3333,96.6852,96.7034,0.0091,32.9064,28.2054,37.734,1,0.0
Q1,Normal Qtum mobile contract request,90,5525,233,233,231,224,672,3360,0,2,697,12,0,99.1416,96.1373,2.24,17.6484,23.205,12.0172,105.6914,105.4792,0.1061,32.0714,28.0013,39.8214,1,0.0
Q1,Normal Qtum mobile contract request,91,5526,238,238,235,233,699,3495,0,2,711,12,0,98.7395,97.8992,2.33,17.5478,23.1161,9.6639,104.8789,104.6404,0.1192,33.2017,28.361,43.0043,1,0.0
Q1,Normal Qtum mobile contract request,92,5527,217,217,214,211,633,3165,0,2,648,12,0,98.6175,97.235,2.11,17.6084,23.1383,11.0599,80.9062,80.5438,0.1812,26.7773,22.0005,30.1422,2,0.0
Q1,Normal Qtum mobile contract request,93,5528,239,239,234,230,690,3450,0,2,712,12,0,97.9079,96.2343,2.3,17.5268,22.9972,9.6234,106.9186,106.6557,0.1314,32.9739,28.2371,42.4348,1,0.0
Q1,Normal Qtum mobile contract request,94,5529,236,236,231,224,672,3360,0,2,703,12,0,97.8814,94.9153,2.24,17.5149,23.0316,9.322,114.7419,114.8376,0.0479,32.1429,28.0051,40.3571,1,0.0
Q1,Normal Qtum mobile contract request,95,5530,208,208,207,206,618,3090,0,2,623,12,0,99.5192,99.0385,2.06,17.7725,23.0517,12.5,84.8993,84.5231,0.1881,32.6214,28.0965,38.4466,1,0.0
Q1,Normal Qtum mobile contract request,96,5531,228,228,223,220,660,3300,0,2,679,12,0,97.807,96.4912,2.2,17.6249,23.0714,10.0877,98.3118,98.017,0.1474,27.0909,22.0073,30.5455,2,0.0
Q1,Normal Qtum mobile contract request,97,5532,251,251,244,240,720,3600,0,2,746,12,0,97.2112,95.6175,2.4,17.7447,23.2493,14.3426,110.354,110.4802,0.0631,30.5556,22.6111,35.0,1,0.0
Q1,Normal Qtum mobile contract request,98,5533,251,251,251,241,723,3615,0,2,753,12,0,100.0,96.0159,2.41,17.7724,23.1795,13.1474,94.7324,94.3295,0.2014,30.0553,22.464,34.3568,1,0.0
Q1,Normal Qtum mobile contract request,99,5534,218,218,215,209,627,3135,0,2,651,12,0,98.6239,95.8716,2.09,17.7709,23.2734,12.3853,92.2029,91.708,0.2474,42.5263,40.0997,60.0,1,0.0
Q1,Normal Qtum mobile contract request,100,5535,196,196,196,194,582,2910,0,2,588,12,0,100.0,98.9796,1.94,17.5307,23.008,8.6735,91.365,91.6213,0.1281,41.3918,42.155,60.0,1,0.0
Q2,High-load Qtum mobile dApp,1,3474,382,382,376,363,1089,5445,0,2,1140,16,0,98.4293,95.0262,3.3539,17.7212,23.2073,14.3979,131.0572,131.5262,0.2345,26.7309,22.0002,30.0826,2,0.0
Q2,High-load Qtum mobile dApp,2,3475,501,501,496,489,1467,7335,0,2,1498,16,0,99.002,97.6048,3.4449,18.1694,23.7371,19.5609,155.741,155.7117,0.0147,28.1459,22.0884,31.9018,2,0.0
Q2,High-load Qtum mobile dApp,3,3476,450,450,445,441,1323,6615,0,2,1345,16,0,98.8889,98.0,3.4588,18.1016,23.5802,19.7778,144.2097,144.5393,0.1648,40.3265,40.0017,60.0,1,0.0
Q2,High-load Qtum mobile dApp,4,3477,476,476,470,457,1371,6855,0,2,1422,16,0,98.7395,96.0084,3.3885,18.0512,23.5791,17.2269,177.4495,177.5099,0.0302,24.1751,24.0024,30.3282,2,0.0
Q2,High-load Qtum mobile dApp,5,3478,480,480,465,451,1353,6765,0,2,1425,16,0,96.875,93.9583,3.3162,18.3578,23.9099,22.7083,172.5351,172.7084,0.0866,24.6741,24.0355,31.2639,2,0.0
Q2,High-load Qtum mobile dApp,6,3479,396,396,393,386,1158,5790,0,2,1185,16,0,99.2424,97.4747,3.4403,18.0529,23.5623,17.1717,144.9315,145.1451,0.1068,30.3886,34.0067,40.5181,1,0.0
Q2,High-load Qtum mobile dApp,7,3480,363,363,355,347,1041,5205,0,2,1081,16,0,97.7961,95.5923,3.3738,18.3213,23.7949,20.9366,131.147,131.3732,0.1131,27.9443,22.066,31.6427,2,0.0
Q2,High-load Qtum mobile dApp,8,3481,510,510,501,489,1467,7335,0,2,1521,16,0,98.2353,95.8824,3.3841,18.0006,23.5209,18.2353,177.163,177.2289,0.0329,28.3367,22.1127,32.1472,2,0.0
Q2,High-load Qtum mobile dApp,9,3482,484,484,475,465,1395,6975,0,2,1443,16,0,98.1405,96.0744,3.3909,18.1047,23.6199,19.2149,181.2316,181.5484,0.1584,32.5333,28.0711,41.3333,1,0.0
Q2,High-load Qtum mobile dApp,10,3483,478,478,472,458,1374,6870,0,2,1428,16,0,98.7448,95.8159,3.3817,18.0524,23.5254,17.9916,175.6229,175.5812,0.0208,27.278,22.0151,30.786,2,0.0
Q2,High-load Qtum mobile dApp,11,3484,464,464,461,451,1353,6765,0,2,1389,16,0,99.3534,97.1983,3.4305,18.1728,23.7351,19.6121,151.4001,150.8014,0.2993,27.2358,22.0131,30.7317,2,0.0
Q2,High-load Qtum mobile dApp,12,3485,470,470,460,452,1356,6780,0,2,1400,16,0,97.8723,96.1702,3.3942,18.088,23.5895,18.9362,179.6215,179.4051,0.1082,26.7699,22.0004,30.1327,2,0.0
Q2,High-load Qtum mobile dApp,13,3486,393,393,384,377,1131,5655,0,2,1170,16,0,97.7099,95.9288,3.3857,18.1118,23.6059,19.5929,150.56,151.3312,0.3856,25.5703,24.1926,32.9443,2,0.0
Q2,High-load Qtum mobile dApp,14,3487,419,419,416,411,1233,6165,0,2,1254,16,0,99.284,98.0907,3.462,17.9362,23.5028,15.0358,160.7102,160.7369,0.0134,32.1752,28.0077,39.562,1,0.0
Q2,High-load Qtum mobile dApp,15,3488,409,409,400,395,1185,5925,0,2,1218,16,0,97.7995,96.577,3.4086,17.9201,23.4945,18.0929,154.4178,154.8806,0.2314,24.6076,24.0288,31.1392,2,0.0
Q2,High-load Qtum mobile dApp,16,3489,401,401,398,391,1173,5865,0,2,1200,16,0,99.2519,97.5062,3.4414,18.0242,23.5823,17.7057,141.2037,141.1346,0.0346,32.3478,28.0302,40.8696,1,0.0
Q2,High-load Qtum mobile dApp,17,3490,437,437,427,413,1239,6195,0,2,1301,16,0,97.7117,94.508,3.3356,18.0117,23.4765,17.849,156.4829,156.1019,0.1905,29.435,22.3097,33.5593,1,0.0
Q2,High-load Qtum mobile dApp,18,3491,466,466,455,449,1347,6735,0,2,1387,16,0,97.6395,96.3519,3.4007,17.9595,23.4951,16.309,167.7672,167.176,0.2956,32.5523,28.0763,38.6192,1,0.0
Q2,High-load Qtum mobile dApp,19,3492,367,367,352,348,1044,5220,0,2,1086,16,0,95.9128,94.8229,3.3467,18.0645,23.6026,18.5286,146.0663,146.2866,0.1102,27.8736,22.0589,31.5517,2,0.0
Q2,High-load Qtum mobile dApp,20,3493,383,383,380,371,1113,5565,0,2,1146,16,0,99.2167,96.8668,3.4188,17.9689,23.4629,15.1436,143.6402,143.8244,0.0921,26.8553,22.0014,30.2426,2,0.0
Q2,High-load Qtum mobile dApp,21,3494,460,460,454,445,1335,6675,0,2,1374,16,0,98.6957,96.7391,3.4143,18.0957,23.5247,17.8261,175.4841,175.2797,0.1022,26.7191,22.0001,30.0674,2,0.0
Q2,High-load Qtum mobile dApp,22,3495,414,414,406,394,1182,5910,0,2,1234,16,0,98.0676,95.1691,3.3589,18.0164,23.4649,16.9082,149.7331,149.9196,0.0932,42.2741,40.0808,60.0,1,0.0
Q2,High-load Qtum mobile dApp,23,3496,479,479,466,457,1371,6855,0,2,1424,16,0,97.286,95.4071,3.3673,17.9029,23.484,17.119,160.362,160.1153,0.1234,28.5558,22.1442,32.4289,2,0.0
Q2,High-load Qtum mobile dApp,24,3497,386,386,376,371,1113,5565,0,2,1148,16,0,97.4093,96.114,3.3923,18.5092,23.9948,24.8705,141.8114,141.3761,0.2177,28.4906,22.1344,32.345,2,0.0
Q2,High-load Qtum mobile dApp,25,3498,475,475,463,450,1350,6750,0,2,1413,16,0,97.4737,94.7368,3.3437,18.1687,23.6697,21.4737,151.0157,151.0834,0.0338,26.6667,22.0,30.0,2,0.0
